"Operador","Año","Mes","Servicio","Categoría","Bloque","Tipo Conexión","Servicios Autorizados","Conexiones","Unidades","Consumo","Importe","Importe Cargo Fijo"
"AyA","2019","Agosto","Acueducto","Gobierno","101-120","Medido","","61","61","6696","11118828","122062.44"
"AyA","2019","Agosto","Alcantarillado","Gobierno","101-120","Medido","","27","27","2992","3608352","32472.31"
"AyA","2019","Agosto","Hidrantes","Gobierno","101-120","Medido","","61","61","6696","154843",""
"AyA","2019","Agosto","Tarifa Hidrica","Gobierno","101-120","Medido","","","","","",""
"AyA","2019","Agosto","Acueducto","Gobierno","121 y mas","Medido","","336","336","242493","428864923","672343.94"
"AyA","2019","Agosto","Alcantarillado","Gobierno","121 y mas","Medido","","183","183","135870","173743372","220090.11"
"AyA","2019","Agosto","Hidrantes","Gobierno","121 y mas","Medido","","336","336","242493","5274379",""
"AyA","2019","Agosto","Tarifa Hidrica","Gobierno","121 y mas","Medido","","","","","",""
"AyA","2019","Agosto","Acueducto","Gobierno","","Fijo","","23","23","","168410","2000"
"AyA","2019","Agosto","Alcantarillado","Gobierno","","Fijo","","","","","",""
"AyA","2019","Agosto","Hidrantes","Gobierno","","Fijo","","23","23","","10962",""
"AyA","2019","Agosto","Tarifa Hidrica","Gobierno","","Fijo","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","0-15","Medido","","369821","431282","3310093","1177888277","864461116.05"
"AyA","2019","Julio","Alcantarillado","Domiciliar","0-15","Medido","","129213","157517","1194759","327193709","189923698.76"
"AyA","2019","Julio","Hidrantes","Domiciliar","0-15","Medido","","369821","431282","3310093","79458968",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","0-15","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","16-25","Medido","","146968","161660","3188936","1403426779","324031107.31"
"AyA","2019","Julio","Alcantarillado","Domiciliar","16-25","Medido","","45370","50080","980239","329992138","60383189.33"
"AyA","2019","Julio","Hidrantes","Domiciliar","16-25","Medido","","146968","161660","3188936","76549504",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","16-25","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","26-40","Medido","","58371","62552","1936425","1069449367","125379152.69"
"AyA","2019","Julio","Alcantarillado","Domiciliar","26-40","Medido","","15657","16221","498111","209825420","19558221.13"
"AyA","2019","Julio","Hidrantes","Domiciliar","26-40","Medido","","58371","62552","1936425","46442224",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","26-40","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","41-60","Medido","","12575","13241","631245","415048049","26540244.29"
"AyA","2019","Julio","Alcantarillado","Domiciliar","41-60","Medido","","2637","2719","128394","63946223","3278392.41"
"AyA","2019","Julio","Hidrantes","Domiciliar","41-60","Medido","","12575","13241","631245","15149541",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","41-60","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","61-80","Medido","","2269","2341","159587","132294194","4692297.55"
"AyA","2019","Julio","Alcantarillado","Domiciliar","61-80","Medido","","383","399","27250","17229010","481088.11"
"AyA","2019","Julio","Hidrantes","Domiciliar","61-80","Medido","","2269","2341","159587","3830652",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","61-80","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","81-100","Medido","","768","818","72402","74300521","1639598.2"
"AyA","2019","Julio","Alcantarillado","Domiciliar","81-100","Medido","","138","163","14325","11168776","196534.74"
"AyA","2019","Julio","Hidrantes","Domiciliar","81-100","Medido","","768","818","72402","1732677",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","81-100","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","101-120","Medido","","363","373","40854","47186593","747640.75"
"AyA","2019","Julio","Alcantarillado","Domiciliar","101-120","Medido","","58","62","6871","6002155","74755.55"
"AyA","2019","Julio","Hidrantes","Domiciliar","101-120","Medido","","363","373","40854","977426",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","101-120","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","121 y mas","Medido","","676","695","147045","213381524","1393057.15"
"AyA","2019","Julio","Alcantarillado","Domiciliar","121 y mas","Medido","","127","132","25718","27811042","159156.97"
"AyA","2019","Julio","Hidrantes","Domiciliar","121 y mas","Medido","","676","695","147045","3524720",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Domiciliar","","Fijo","","8507","9354","","35847568","4459830"
"AyA","2019","Julio","Alcantarillado","Domiciliar","","Fijo","","685","774","","5299633","930996"
"AyA","2019","Julio","Hidrantes","Domiciliar","","Fijo","","8507","9354","","4770103",""
"AyA","2019","Julio","Tarifa Hidrica","Domiciliar","","Fijo","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","0-15","Medido","","38326","38337","173540","243322818","78188185.81"
"AyA","2019","Julio","Alcantarillado","Empresarial","0-15","Medido","","19258","19263","88380","94647805","23983691.06"
"AyA","2019","Julio","Hidrantes","Empresarial","0-15","Medido","","38326","38337","173540","4211493",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","0-15","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","16-25","Medido","","6114","6116","121758","179799727","12473561.95"
"AyA","2019","Julio","Alcantarillado","Empresarial","16-25","Medido","","2957","2958","58654","66031805","3682902.88"
"AyA","2019","Julio","Hidrantes","Empresarial","16-25","Medido","","6114","6116","121758","2951958",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","16-25","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","26-40","Medido","","4266","4266","136318","212550622","8700493.01"
"AyA","2019","Julio","Alcantarillado","Empresarial","26-40","Medido","","1984","1984","63490","75420021","2470209.37"
"AyA","2019","Julio","Hidrantes","Empresarial","26-40","Medido","","4266","4266","136318","3331663",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","26-40","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","41-60","Medido","","2537","2537","124620","200248981","5174203.18"
"AyA","2019","Julio","Alcantarillado","Empresarial","41-60","Medido","","1162","1162","57111","69811742","1446765.77"
"AyA","2019","Julio","Hidrantes","Empresarial","41-60","Medido","","2537","2537","124620","3032016",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","41-60","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","61-80","Medido","","1322","1322","91994","150691105","2696214.67"
"AyA","2019","Julio","Alcantarillado","Empresarial","61-80","Medido","","619","619","43062","53678869","770695.36"
"AyA","2019","Julio","Hidrantes","Empresarial","61-80","Medido","","1322","1322","91994","2232930",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","61-80","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","81-100","Medido","","802","802","72103","119198465","1635676.37"
"AyA","2019","Julio","Alcantarillado","Empresarial","81-100","Medido","","384","384","34477","43300834","478105.04"
"AyA","2019","Julio","Hidrantes","Empresarial","81-100","Medido","","802","802","72103","1765179",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","81-100","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","101-120","Medido","","534","534","58541","97378674","1089091.25"
"AyA","2019","Julio","Alcantarillado","Empresarial","101-120","Medido","","270","270","29666","37551931","336167.61"
"AyA","2019","Julio","Hidrantes","Empresarial","101-120","Medido","","534","534","58541","1425337",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","101-120","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","121 y mas","Medido","","2210","2210","952314","1670905963","4507287.75"
"AyA","2019","Julio","Alcantarillado","Empresarial","121 y mas","Medido","","965","965","355004","473221110","1201487.92"
"AyA","2019","Julio","Hidrantes","Empresarial","121 y mas","Medido","","2210","2210","952314","22586486",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","121 y mas","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2019","Julio","Alcantarillado","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2019","Julio","Hidrantes","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","","Medido","Servicio Temporales","","","","",""
"AyA","2019","Julio","Acueducto","Empresarial","","Fijo","","430","430","","2828509","126000"
"AyA","2019","Julio","Alcantarillado","Empresarial","","Fijo","","25","25","","610050","30000"
"AyA","2019","Julio","Hidrantes","Empresarial","","Fijo","","430","430","","219810",""
"AyA","2019","Julio","Tarifa Hidrica","Empresarial","","Fijo","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","0-15","Medido","","2861","2861","13458","4786888","5729530.68"
"AyA","2019","Julio","Alcantarillado","Preferencial","0-15","Medido","","836","836","4347","1190731","1011612.58"
"AyA","2019","Julio","Hidrantes","Preferencial","0-15","Medido","","2861","2861","13458","385977",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","0-15","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","16-25","Medido","","650","650","12963","5716602","1301710.92"
"AyA","2019","Julio","Alcantarillado","Preferencial","16-25","Medido","","211","211","4242","1446913","255323.27"
"AyA","2019","Julio","Hidrantes","Preferencial","16-25","Medido","","650","650","12963","341873",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","16-25","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","26-40","Medido","","604","604","19409","10563360","1209589.84"
"AyA","2019","Julio","Alcantarillado","Preferencial","26-40","Medido","","205","205","6673","2800385","248062.89"
"AyA","2019","Julio","Hidrantes","Preferencial","26-40","Medido","","604","604","19409","525066",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","26-40","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","41-60","Medido","","475","475","23480","14127525","951250.29"
"AyA","2019","Julio","Alcantarillado","Preferencial","41-60","Medido","","162","162","7919","3643743","196030.19"
"AyA","2019","Julio","Hidrantes","Preferencial","41-60","Medido","","475","475","23480","617110",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","41-60","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","61-80","Medido","","260","260","18110","11661863","520684.37"
"AyA","2019","Julio","Alcantarillado","Preferencial","61-80","Medido","","100","100","6921","3409074","121006.29"
"AyA","2019","Julio","Hidrantes","Preferencial","61-80","Medido","","260","260","18110","451440",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","61-80","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","81-100","Medido","","200","200","18118","12248091","400526.44"
"AyA","2019","Julio","Alcantarillado","Preferencial","81-100","Medido","","70","70","6310","3256713","84704.4"
"AyA","2019","Julio","Hidrantes","Preferencial","81-100","Medido","","200","200","18118","448222",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","81-100","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","101-120","Medido","","144","144","15872","11044614","288379.03"
"AyA","2019","Julio","Alcantarillado","Preferencial","101-120","Medido","","54","54","5986","3176604","65343.4"
"AyA","2019","Julio","Hidrantes","Preferencial","101-120","Medido","","144","144","15872","348305",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","101-120","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","121 y mas","Medido","","703","703","326950","249936506","1407850.43"
"AyA","2019","Julio","Alcantarillado","Preferencial","121 y mas","Medido","","270","270","176491","103169298","326716.98"
"AyA","2019","Julio","Hidrantes","Preferencial","121 y mas","Medido","","703","703","326950","7642422",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","121 y mas","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Preferencial","","Fijo","","107","107","","906722","52000"
"AyA","2019","Julio","Alcantarillado","Preferencial","","Fijo","","11","11","","361907","15600"
"AyA","2019","Julio","Hidrantes","Preferencial","","Fijo","","107","107","","56020",""
"AyA","2019","Julio","Tarifa Hidrica","Preferencial","","Fijo","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","0-15","Medido","","861","861","4162","5846096","1718478.53"
"AyA","2019","Julio","Alcantarillado","Gobierno","0-15","Medido","","374","374","1788","1918524","449801.79"
"AyA","2019","Julio","Hidrantes","Gobierno","0-15","Medido","","861","861","4162","199189",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","0-15","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","16-25","Medido","","190","190","3845","5697352","379222.9"
"AyA","2019","Julio","Alcantarillado","Gobierno","16-25","Medido","","76","76","1527","1725159","91403.57"
"AyA","2019","Julio","Hidrantes","Gobierno","16-25","Medido","","190","190","3845","158952",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","16-25","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","26-40","Medido","","184","184","5979","9364465","367247.44"
"AyA","2019","Julio","Alcantarillado","Gobierno","26-40","Medido","","85","85","2809","3357673","102227.68"
"AyA","2019","Julio","Hidrantes","Gobierno","26-40","Medido","","184","184","5979","215136",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","26-40","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","41-60","Medido","","152","152","7523","12142715","303378.32"
"AyA","2019","Julio","Alcantarillado","Gobierno","41-60","Medido","","69","69","3408","4188336","82984.82"
"AyA","2019","Julio","Hidrantes","Gobierno","41-60","Medido","","152","152","7523","265874",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","41-60","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","61-80","Medido","","103","103","7214","11836102","205578.73"
"AyA","2019","Julio","Alcantarillado","Gobierno","61-80","Medido","","49","49","3459","4321498","58931.25"
"AyA","2019","Julio","Hidrantes","Gobierno","61-80","Medido","","103","103","7214","253628.02",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","61-80","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","81-100","Medido","","74","74","6607","10935897","147697.34"
"AyA","2019","Julio","Alcantarillado","Gobierno","81-100","Medido","","36","36","3280","4133200","43296.43"
"AyA","2019","Julio","Hidrantes","Gobierno","81-100","Medido","","74","74","6607","185476",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","81-100","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","101-120","Medido","","49","49","5341","8886249","97799.59"
"AyA","2019","Julio","Alcantarillado","Gobierno","101-120","Medido","","21","21","2279","2885404","25256.25"
"AyA","2019","Julio","Hidrantes","Gobierno","101-120","Medido","","49","49","5341","171364",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","101-120","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","121 y mas","Medido","","343","343","260486","461170532","684597.14"
"AyA","2019","Julio","Alcantarillado","Gobierno","121 y mas","Medido","","186","186","139489","188259894","223698.21"
"AyA","2019","Julio","Hidrantes","Gobierno","121 y mas","Medido","","343","343","260486","5778153",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","121 y mas","Medido","","","","","",""
"AyA","2019","Julio","Acueducto","Gobierno","","Fijo","","26","26","","174410","2000"
"AyA","2019","Julio","Alcantarillado","Gobierno","","Fijo","","","","","",""
"AyA","2019","Julio","Hidrantes","Gobierno","","Fijo","","26","26","","13260",""
"AyA","2019","Julio","Tarifa Hidrica","Gobierno","","Fijo","","","","","",""
"ESPH","2019","Julio","Acueducto","Domiciliar","0-15","Medido","","33949","33949","295254","87985024.71","65317825.31"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","0-15","Medido","","10465","10465","91654","18242997.07","25578617.48"
"ESPH","2019","Julio","Hidrantes","Domiciliar","0-15","Medido","","33949","33949","295254","7620505.6",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","0-15","Medido","","33949","33949","295254","4428809.93",""
"ESPH","2019","Julio","Acueducto","Domiciliar","16-25","Medido","","18851","18851","374793","129908864.99","36269295.85"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","16-25","Medido","","5627","5627","111577","25855182.16","13753548.07"
"ESPH","2019","Julio","Hidrantes","Domiciliar","16-25","Medido","","18851","18851","374793","9673407.17",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","16-25","Medido","","18851","18851","374793","5621895.18",""
"ESPH","2019","Julio","Acueducto","Domiciliar","26-40","Medido","","9745","9745","304017","121848503.84","18749365.45"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","26-40","Medido","","2599","2599","80594","22129788.66","6352491.81"
"ESPH","2019","Julio","Hidrantes","Domiciliar","26-40","Medido","","9745","9745","304017","7846678.42",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","26-40","Medido","","9745","9745","304017","4560255.39",""
"ESPH","2019","Julio","Acueducto","Domiciliar","41-60","Medido","","2821","2821","134684","61678863.1","5427599.79"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","41-60","Medido","","588","588","27898","8834282.26","1437193.22"
"ESPH","2019","Julio","Hidrantes","Domiciliar","41-60","Medido","","2821","2821","134684","3476193.99",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","41-60","Medido","","2821","2821","134684","2020260",""
"ESPH","2019","Julio","Acueducto","Domiciliar","61-80","Medido","","567","567","38627","22323603.19","1090907.15"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","61-80","Medido","","67","67","4502","1697736.36","163761.81"
"ESPH","2019","Julio","Hidrantes","Domiciliar","61-80","Medido","","567","567","38627","996962.81",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","61-80","Medido","","567","567","38627","579404.92",""
"ESPH","2019","Julio","Acueducto","Domiciliar","81-100","Medido","","180","180","16148","11706595.32","346319.73"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","81-100","Medido","","17","17","1574","727475.49","41551.5"
"ESPH","2019","Julio","Hidrantes","Domiciliar","81-100","Medido","","180","180","16148","416779.88",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","81-100","Medido","","180","180","16148","242220",""
"ESPH","2019","Julio","Acueducto","Domiciliar","101-120","Medido","","76","76","8300","6701861.52","146223.89"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","101-120","Medido","","6","6","675","336762.86","14665.24"
"ESPH","2019","Julio","Hidrantes","Domiciliar","101-120","Medido","","76","76","8300","214223",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","101-120","Medido","","76","76","8300","124500",""
"ESPH","2019","Julio","Acueducto","Domiciliar","121 y mas","Medido","","128","128","48566","35471633.54","246271.81"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","121 y mas","Medido","","13","13","3141","1190373.08","31774.68"
"ESPH","2019","Julio","Hidrantes","Domiciliar","121 y mas","Medido","","128","128","48566","1253481.68",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","121 y mas","Medido","","128","128","48566","728483.15",""
"ESPH","2019","Julio","Acueducto","Domiciliar","","Fijo","","82","82","","757363.09","70800"
"ESPH","2019","Julio","Alcantarillado","Domiciliar","","Fijo","","303","303","","1939796.87","176400"
"ESPH","2019","Julio","Hidrantes","Domiciliar","","Fijo","","82","82","","50662.06",""
"ESPH","2019","Julio","Tarifa Hidrica","Domiciliar","","Fijo","","82","82","","31570",""
"ESPH","2019","Julio","Acueducto","Empresarial","0-15","Medido","","4085","4085","18277","13013174.06","3893478.5"
"ESPH","2019","Julio","Alcantarillado","Empresarial","0-15","Medido","","2467","2467","10705","4422026.54","12609855.98"
"ESPH","2019","Julio","Hidrantes","Empresarial","0-15","Medido","","4085","4085","18277","471729.37",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","0-15","Medido","","4085","4085","18277","274154.95",""
"ESPH","2019","Julio","Acueducto","Empresarial","16-25","Medido","","672","672","13419","11140264.8","640493.89"
"ESPH","2019","Julio","Alcantarillado","Empresarial","16-25","Medido","","351","351","6985","3370093.74","1794105.98"
"ESPH","2019","Julio","Hidrantes","Empresarial","16-25","Medido","","672","672","13419","346344.39",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","16-25","Medido","","672","672","13419","201285",""
"ESPH","2019","Julio","Acueducto","Empresarial","26-40","Medido","","548","548","17612","17000833.97","522307.52"
"ESPH","2019","Julio","Alcantarillado","Empresarial","26-40","Medido","","240","240","7744","4363995.14","1226739.13"
"ESPH","2019","Julio","Hidrantes","Empresarial","26-40","Medido","","548","548","17612","454565.72",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","26-40","Medido","","548","548","17612","264180",""
"ESPH","2019","Julio","Acueducto","Empresarial","41-60","Medido","","286","286","14010","14592018.1","272591.15"
"ESPH","2019","Julio","Alcantarillado","Empresarial","41-60","Medido","","129","129","6227","3770980.09","659372.28"
"ESPH","2019","Julio","Hidrantes","Empresarial","41-60","Medido","","286","286","14010","361598.1",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","41-60","Medido","","286","286","14010","210150",""
"ESPH","2019","Julio","Acueducto","Empresarial","61-80","Medido","","152","152","10554","11444526.37","144873.62"
"ESPH","2019","Julio","Alcantarillado","Empresarial","61-80","Medido","","70","70","4810","3031322.9","357798.91"
"ESPH","2019","Julio","Hidrantes","Empresarial","61-80","Medido","","152","152","10554","272398.74",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","61-80","Medido","","152","152","10554","158310",""
"ESPH","2019","Julio","Acueducto","Empresarial","81-100","Medido","","102","102","9080","10051147.34","97217.82"
"ESPH","2019","Julio","Alcantarillado","Empresarial","81-100","Medido","","47","47","4162","2690532.24","240236.41"
"ESPH","2019","Julio","Hidrantes","Empresarial","81-100","Medido","","102","102","9080","234354.8",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","81-100","Medido","","102","102","9080","136200",""
"ESPH","2019","Julio","Acueducto","Empresarial","101-120","Medido","","65","65","7108","7974021","61952.53"
"ESPH","2019","Julio","Alcantarillado","Empresarial","101-120","Medido","","22","22","2402","1567798.37","112451.09"
"ESPH","2019","Julio","Hidrantes","Empresarial","101-120","Medido","","65","65","7108","183457.48",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","101-120","Medido","","65","65","7108","106620",""
"ESPH","2019","Julio","Acueducto","Empresarial","121 y mas","Medido","","283","283","188798","231222056","269731.8"
"ESPH","2019","Julio","Alcantarillado","Empresarial","121 y mas","Medido","","124","124","93219","64586998.61","633815.22"
"ESPH","2019","Julio","Hidrantes","Empresarial","121 y mas","Medido","","283","283","188798","4872876.38",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","121 y mas","Medido","","283","283","188798","2831970",""
"ESPH","2019","Julio","Acueducto","Empresarial","","Fijo","","5","5","","96411.04","3000"
"ESPH","2019","Julio","Alcantarillado","Empresarial","","Fijo","","10","10","","95250","7200"
"ESPH","2019","Julio","Hidrantes","Empresarial","","Fijo","","5","5","","3089.15",""
"ESPH","2019","Julio","Tarifa Hidrica","Empresarial","","Fijo","","5","5","","1925",""
"ESPH","2019","Julio","Acueducto","Preferencial","0-15","Medido","","181","181","897","267306.48","266137.04"
"ESPH","2019","Julio","Alcantarillado","Preferencial","0-15","Medido","","73","73","410","81286.71","43800"
"ESPH","2019","Julio","Hidrantes","Preferencial","0-15","Medido","","181","181","897","23151.57",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","0-15","Medido","","181","181","897","13455",""
"ESPH","2019","Julio","Acueducto","Preferencial","16-25","Medido","","45","45","961","343007.88","66166.67"
"ESPH","2019","Julio","Alcantarillado","Preferencial","16-25","Medido","","17","17","345","80142.25","10200"
"ESPH","2019","Julio","Hidrantes","Preferencial","16-25","Medido","","45","45","961","24803.41",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","16-25","Medido","","45","45","961","14415",""
"ESPH","2019","Julio","Acueducto","Preferencial","26-40","Medido","","49","49","1564","646817.66","72048.15"
"ESPH","2019","Julio","Alcantarillado","Preferencial","26-40","Medido","","23","23","730","199035.52","13800"
"ESPH","2019","Julio","Hidrantes","Preferencial","26-40","Medido","","49","49","1564","40366.84",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","26-40","Medido","","49","49","1564","23460",""
"ESPH","2019","Julio","Acueducto","Preferencial","41-60","Medido","","39","39","1922","883881.1","57344.44"
"ESPH","2019","Julio","Alcantarillado","Preferencial","41-60","Medido","","14","14","692","211147.66","8400"
"ESPH","2019","Julio","Hidrantes","Preferencial","41-60","Medido","","39","39","1922","49606.82",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","41-60","Medido","","39","39","1922","28830",""
"ESPH","2019","Julio","Acueducto","Preferencial","61-80","Medido","","23","23","1632","805548.68","33818.52"
"ESPH","2019","Julio","Alcantarillado","Preferencial","61-80","Medido","","9","9","619","199584.04","5400"
"ESPH","2019","Julio","Hidrantes","Preferencial","61-80","Medido","","23","23","1632","42121.92",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","61-80","Medido","","23","23","1632","24480",""
"ESPH","2019","Julio","Acueducto","Preferencial","81-100","Medido","","12","12","1083","558040.6","17644.44"
"ESPH","2019","Julio","Alcantarillado","Preferencial","81-100","Medido","","4","4","362","121987.78","2400"
"ESPH","2019","Julio","Hidrantes","Preferencial","81-100","Medido","","12","12","1083","27952.23",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","81-100","Medido","","12","12","1083","16245",""
"ESPH","2019","Julio","Acueducto","Preferencial","101-120","Medido","","15","15","1651","874416.24","22055.56"
"ESPH","2019","Julio","Alcantarillado","Preferencial","101-120","Medido","","4","4","445","152811.03","2400"
"ESPH","2019","Julio","Hidrantes","Preferencial","101-120","Medido","","15","15","1651","42612.31",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","101-120","Medido","","15","15","1651","24765",""
"ESPH","2019","Julio","Acueducto","Preferencial","121 y mas","Medido","","57","57","26551","15387708.4","83811.11"
"ESPH","2019","Julio","Alcantarillado","Preferencial","121 y mas","Medido","","18","18","7252","2696075.38","10800"
"ESPH","2019","Julio","Hidrantes","Preferencial","121 y mas","Medido","","57","57","26551","685281.31",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","121 y mas","Medido","","57","57","26551","398265",""
"ESPH","2019","Julio","Acueducto","Preferencial","","Fijo","","1","1","","31708.13","600"
"ESPH","2019","Julio","Alcantarillado","Preferencial","","Fijo","","","","","",""
"ESPH","2019","Julio","Hidrantes","Preferencial","","Fijo","","1","1","","617.83",""
"ESPH","2019","Julio","Tarifa Hidrica","Preferencial","","Fijo","","1","1","","385",""
"ESPH","2019","Julio","Acueducto","Gobierno","0-15","Medido","","99","99","423","301172.07","97740"
"ESPH","2019","Julio","Alcantarillado","Gobierno","0-15","Medido","","62","62","239","98366.02","33790"
"ESPH","2019","Julio","Hidrantes","Gobierno","0-15","Medido","","99","99","423","10917.63",""
"ESPH","2019","Julio","Tarifa Hidrica","Gobierno","0-15","Medido","","99","99","423","6345",""
"ESPH","2019","Julio","Acueducto","Gobierno","16-25","Medido","","19","19","384","320429.8","18758.18"
"ESPH","2019","Julio","Alcantarillado","Gobierno","16-25","Medido","","9","9","180","86690.91","4905"
"ESPH","2019","Julio","Hidrantes","Gobierno","16-25","Medido","","19","19","384","9911.04",""
"ESPH","2019","Julio","Tarifa Hidrica","Gobierno","16-25","Medido","","19","19","384","5760",""
"ESPH","2019","Julio","Acueducto","Gobierno","26-40","Medido","","24","24","793","770287.51","23694.55"
"ESPH","2019","Julio","Alcantarillado","Gobierno","26-40","Medido","","12","12","413","234262.6","6540"
